"","station_name","date","daily_entries","daily_exits","daily_total","percent_entries"
"28163","33 ST","03/16/2020",9791,8734,18525,52.8529
"28164","33 ST-RAWSON ST","03/16/2020",3667,3678,7345,49.92512
"28165","34 ST-HERALD SQ","03/16/2020",38070,39570,77640,49.034
"28166","34 ST-HUDSON YD","03/16/2020",5216,5838,11054,47.18654
"28167","34 ST-PENN STA","03/16/2020",48214,51430,99644,48.38626
"28168","36 AV","03/16/2020",3066,3385,6451,47.52752
"28169","36 ST","03/16/2020",9038,6582,15620,57.86172
"28170","39 AV","03/16/2020",1475,1723,3198,46.12258
"28171","4 AV-9 ST","03/16/2020",1424,1941,3365,42.31798
"28172","40 ST LOWERY ST","03/16/2020",4388,4362,8750,50.14857
"28173","42 ST-BRYANT PK","03/16/2020",13959,15200,29159,47.87201
"28174","42 ST-PORT AUTH","03/16/2020",30977,30495,61472,50.39205
"28175","45 ST","03/16/2020",3957,2324,6281,62.99952
"28176","46 ST","03/16/2020",3831,3199,7030,54.49502
"28177","46 ST BLISS ST","03/16/2020",6620,5434,12054,54.91953
"28178","47-50 STS ROCK","03/16/2020",17715,20941,38656,45.8273
"28179","49 ST","03/16/2020",6415,6353,12768,50.24279
"28180","4AV-9 ST","03/16/2020",3243,2715,5958,54.43102
"28181","5 AV/53 ST","03/16/2020",6167,7422,13589,45.38229
"28182","5 AV/59 ST","03/16/2020",4791,3844,8635,55.4835
"28183","5 AVE","03/16/2020",4262,3950,8212,51.89966
"28184","50 ST","03/16/2020",12448,11704,24152,51.54025
"28185","51 ST","03/16/2020",5525,7420,12945,42.68057
"28186","52 ST","03/16/2020",3115,2818,5933,52.50295
"28187","53 ST","03/16/2020",5079,5544,10623,47.81135
"28188","55 ST","03/16/2020",1414,667,2081,67.9481
"28189","57 ST","03/16/2020",4525,4647,9172,49.33493
"28190","57 ST-7 AV","03/16/2020",10138,7058,17196,58.95557
"28191","59 ST","03/16/2020",25542,23019,48561,52.59776
"28192","59 ST COLUMBUS","03/16/2020",21255,18375,39630,53.63361
"28193","6 AV","03/16/2020",628,658,1286,48.83359
"28194","61 ST WOODSIDE","03/16/2020",8169,8661,16830,48.53832
"28195","63 DR-REGO PARK","03/16/2020",8132,3397,11529,70.53517
"28196","65 ST","03/16/2020",1880,1505,3385,55.53914
"28197","66 ST-LINCOLN","03/16/2020",5083,5746,10829,46.93878
"28198","67 AV","03/16/2020",3865,1999,5864,65.91064
"28199","68ST-HUNTER CO","03/16/2020",7503,8160,15663,47.9027
"28200","69 ST","03/16/2020",2870,3014,5884,48.77634
"28201","7 AV","03/16/2020",10845,11038,21883,49.55902
"28202","71 ST","03/16/2020",2778,901,3679,75.50965
"28203","72 ST","03/16/2020",14735,15132,29867,49.33539
"28204","72 ST-2 AVE","03/16/2020",12045,11381,23426,51.41723
"28205","74 ST-BROADWAY","03/16/2020",1994,3194,5188,38.43485
"28206","75 AV","03/16/2020",1200,279,1479,81.1359
"28207","75 ST-ELDERTS","03/16/2020",2163,1345,3508,61.65906
"28208","77 ST","03/16/2020",12096,11871,23967,50.4694
"28209","79 ST","03/16/2020",7449,3712,11161,66.74133
"28210","8 AV","03/16/2020",8853,7974,16827,52.61187
"28211","8 ST-NYU","03/16/2020",3636,2524,6160,59.02597
"28212","80 ST","03/16/2020",2348,1369,3717,63.16922
"28213","81 ST-MUSEUM","03/16/2020",2720,2706,5426,50.12901
"28214","82 ST-JACKSON H","03/16/2020",8615,9802,18417,46.77743
"28215","85 ST-FOREST PK","03/16/2020",2380,1122,3502,67.96117
"28216","86 ST","03/16/2020",30103,29191,59294,50.76905
"28217","86 ST-2 AVE","03/16/2020",7542,6049,13591,55.49261
"28218","88 ST","03/16/2020",1619,719,2338,69.24722
"28219","9 AV","03/16/2020",2982,3006,5988,49.7996
"28220","90 ST-ELMHURST","03/16/2020",10161,5323,15484,65.62258
"28221","96 ST","03/16/2020",23953,21588,45541,52.59656
"28222","96 ST-2 AVE","03/16/2020",7327,6025,13352,54.87567
"28223","9TH STREET","03/16/2020",983,1329,2312,42.5173
"28224","ALABAMA AV","03/16/2020",1490,1678,3168,47.03283
"28225","ALLERTON AV","03/16/2020",3372,1630,5002,67.41303
"28226","AQUEDUCT N.COND","03/16/2020",490,747,1237,39.61196
"28227","AQUEDUCT RACETR","03/16/2020",506,75,581,87.09122
"28228","ASTOR PL","03/16/2020",4181,4699,8880,47.08333
"28229","ASTORIA BLVD","03/16/2020",3479,3510,6989,49.77822
"28230","ASTORIA DITMARS","03/16/2020",6805,6482,13287,51.21547
"28231","ATL AV-BARCLAY","03/16/2020",18248,18658,36906,49.44453
"28232","ATLANTIC AV","03/16/2020",1006,491,1497,67.20107
"28233","AVENUE H","03/16/2020",1337,1148,2485,53.80282
"28234","AVENUE I","03/16/2020",896,474,1370,65.40146
"28235","AVENUE J","03/16/2020",3158,1714,4872,64.81938
"28236","AVENUE M","03/16/2020",2900,1215,4115,70.47388
"28237","AVENUE N","03/16/2020",1929,689,2618,73.6822
"28238","AVENUE P","03/16/2020",1569,694,2263,69.33274
"28239","AVENUE U","03/16/2020",6646,3208,9854,67.44469
"28240","AVENUE X","03/16/2020",1655,919,2574,64.29681
"28241","B'WAY-LAFAYETTE","03/16/2020",5584,7731,13315,41.93766
"28242","BAY 50 ST","03/16/2020",1398,198,1596,87.59398
"28243","BAY PKWY","03/16/2020",8024,6649,14673,54.68548
"28244","BAY RIDGE AV","03/16/2020",3660,2556,6216,58.88031
"28245","BAY RIDGE-95 ST","03/16/2020",2458,1745,4203,58.48204
"28246","BAYCHESTER AV","03/16/2020",1995,585,2580,77.32558
"28247","BEACH 105 ST","03/16/2020",95,151,246,38.61789
"28248","BEACH 25 ST","03/16/2020",1077,1190,2267,47.50772
"28249","BEACH 36 ST","03/16/2020",623,742,1365,45.64103
"28250","BEACH 44 ST","03/16/2020",450,506,956,47.07113
"28251","BEACH 60 ST","03/16/2020",1301,948,2249,57.84793
"28252","BEACH 67 ST","03/16/2020",1361,1025,2386,57.04107
"28253","BEACH 90 ST","03/16/2020",418,462,880,47.5
"28254","BEACH 98 ST","03/16/2020",213,266,479,44.46764
"28255","BEDFORD AV","03/16/2020",6021,4613,10634,56.62027
"28256","BEDFORD PK BLVD","03/16/2020",6097,4485,10582,57.61671
"28257","BEDFORD-NOSTRAN","03/16/2020",3489,2428,5917,58.96569
"28258","BERGEN ST","03/16/2020",4348,3619,7967,54.57512
"28259","BEVERLEY ROAD","03/16/2020",1475,1375,2850,51.75439
"28260","BEVERLY RD","03/16/2020",2403,527,2930,82.01365
"28261","BLEECKER ST","03/16/2020",4202,1910,6112,68.75
"28262","BOROUGH HALL","03/16/2020",12954,9813,22767,56.89814
"28263","BOTANIC GARDEN","03/16/2020",471,736,1207,39.02237
"28264","BOWERY","03/16/2020",1453,1509,2962,49.05469
"28265","BOWLING GREEN","03/16/2020",10594,10837,21431,49.43306
"28266","BRIARWOOD","03/16/2020",2513,1424,3937,63.83033
"28267","BRIGHTON BEACH","03/16/2020",6316,4846,11162,56.58484
"28268","BROAD CHANNEL","03/16/2020",98,37,135,72.59259
"28269","BROAD ST","03/16/2020",3019,1242,4261,70.85191
"28270","BROADWAY","03/16/2020",7225,6668,13893,52.00461
"28271","BROADWAY JCT","03/16/2020",5198,4658,9856,52.73945
"28272","BRONX PARK EAST","03/16/2020",1489,729,2218,67.13255
"28273","BROOK AV","03/16/2020",3886,3957,7843,49.54737
"28274","BROOKLYN BRIDGE","03/16/2020",6789,6364,13153,51.6156
"28275","BUHRE AV","03/16/2020",2054,1965,4019,51.10724
"28276","BURKE AV","03/16/2020",2137,972,3109,68.73593
"28277","BURNSIDE AV","03/16/2020",5884,3728,9612,61.21515
"28278","BUSHWICK AV","03/16/2020",1021,828,1849,55.21904
"28279","CANAL ST","03/16/2020",19415,16673,36088,53.79905
"28280","CANARSIE-ROCKAW","03/16/2020",5985,790,6775,88.33948
"28281","CARROLL ST","03/16/2020",2773,1757,4530,61.21413
"28282","CASTLE HILL AV","03/16/2020",3716,3979,7695,48.2911
"28283","CATHEDRAL PKWY","03/16/2020",6654,4709,11363,58.55848
"28284","CENTRAL AV","03/16/2020",1881,1861,3742,50.26724
"28285","CENTRAL PK N110","03/16/2020",3797,4143,7940,47.82116
"28286","CHAMBERS ST","03/16/2020",17967,16351,34318,52.35445
"28287","CHAUNCEY ST","03/16/2020",1881,1037,2918,64.46196
"28288","CHRISTOPHER ST","03/16/2020",3550,3505,7055,50.31892
"28289","CHURCH AV","03/16/2020",18983,13963,32946,57.61853
"28290","CITY / BUS","03/16/2020",3280,3721,7001,46.85045
"28291","CITY HALL","03/16/2020",2058,1213,3271,62.91654
"28292","CLARK ST","03/16/2020",1454,950,2404,60.48253
"28293","CLASSON AV","03/16/2020",1995,2141,4136,48.23501
"28294","CLEVELAND ST","03/16/2020",1821,2063,3884,46.88465
"28295","CLINTON-WASH AV","03/16/2020",3532,3152,6684,52.84261
"28296","CONEY IS-STILLW","03/16/2020",6629,6050,12679,52.2833
"28297","CORTELYOU RD","03/16/2020",2774,1072,3846,72.12689
"28298","CORTLANDT ST","03/16/2020",4612,4274,8886,51.90187
"28299","COURT SQ","03/16/2020",6095,6961,13056,46.68352
"28300","COURT SQ-23 ST","03/16/2020",2352,1172,3524,66.74234
"28301","CRESCENT ST","03/16/2020",3019,3415,6434,46.9226
"28302","CROWN HTS-UTICA","03/16/2020",14954,12177,27131,55.11776
"28303","CYPRESS AV","03/16/2020",2240,1916,4156,53.89798
"28304","CYPRESS HILLS","03/16/2020",877,530,1407,62.3312
"28305","DEKALB AV","03/16/2020",11839,4323,16162,73.25207
"28306","DELANCEY/ESSEX","03/16/2020",10002,8629,18631,53.68472
"28307","DITMAS AV","03/16/2020",2238,1285,3523,63.5254
"28308","DYCKMAN ST","03/16/2020",7072,2589,9661,73.20153
"28309","E 143/ST MARY'S","03/16/2020",630,814,1444,43.62881
"28310","E 149 ST","03/16/2020",3306,3195,6501,50.85371
"28311","E 180 ST","03/16/2020",4670,4361,9031,51.71077
"28312","EAST 105 ST","03/16/2020",2105,2270,4375,48.11429
"28313","EAST BROADWAY","03/16/2020",5362,3410,8772,61.12631
"28314","EASTCHSTER/DYRE","03/16/2020",2663,2836,5499,48.42699
"28315","EASTN PKWY-MUSM","03/16/2020",1171,1530,2701,43.35431
"28316","ELDER AV","03/16/2020",4338,4498,8836,49.09461
"28317","ELMHURST AV","03/16/2020",5517,1614,7131,77.36643
"28318","EUCLID AV","03/16/2020",6490,2219,8709,74.52061
"28319","EXCHANGE PLACE","03/16/2020",4260,7552,11812,36.06502
"28320","FAR ROCKAWAY","03/16/2020",3065,3238,6303,48.62764
"28321","FLATBUSH AV-B.C","03/16/2020",10318,7563,17881,57.70371
"28322","FLUSHING AV","03/16/2020",6895,5342,12237,56.34551
"28323","FLUSHING-MAIN","03/16/2020",27279,25160,52439,52.02044
"28324","FORDHAM RD","03/16/2020",13668,6178,19846,68.8703
"28325","FOREST AVE","03/16/2020",2302,1831,4133,55.69804
"28326","FOREST HILLS 71","03/16/2020",11846,6851,18697,63.35776
"28327","FRANKLIN AV","03/16/2020",6819,5757,12576,54.22233
"28328","FRANKLIN ST","03/16/2020",1273,859,2132,59.70919
"28329","FREEMAN ST","03/16/2020",2514,2102,4616,54.46274
"28330","FRESH POND RD","03/16/2020",3368,3505,6873,49.00335
"28331","FT HAMILTON PKY","03/16/2020",6632,3720,10352,64.06491
"28332","FULTON ST","03/16/2020",31817,31647,63464,50.13393
"28333","GATES AV","03/16/2020",3357,1619,4976,67.46383
"28334","GRAHAM AV","03/16/2020",2970,2684,5654,52.52918
"28335","GRAND ARMY PLAZ","03/16/2020",2198,941,3139,70.0223
"28336","GRAND ST","03/16/2020",11163,10496,21659,51.53978
"28337","GRAND-NEWTOWN","03/16/2020",8566,6174,14740,58.11398
"28338","GRANT AV","03/16/2020",3449,3253,6702,51.46225
"28339","GRD CNTRL-42 ST","03/16/2020",39583,43126,82709,47.85815
"28340","GREENPOINT AV","03/16/2020",3567,3392,6959,51.25736
"28341","GROVE STREET","03/16/2020",5009,5384,10393,48.1959
"28342","GUN HILL RD","03/16/2020",6079,6256,12335,49.28253
"28343","HALSEY ST","03/16/2020",6748,3870,10618,63.55246
"28344","HARLEM 148 ST","03/16/2020",1907,1896,3803,50.14462
"28345","HARRISON","03/16/2020",2696,3710,6406,42.08554
"28346","HEWES ST","03/16/2020",1557,1389,2946,52.85132
"28347","HIGH ST","03/16/2020",2080,2382,4462,46.61587
"28348","HOUSTON ST","03/16/2020",3775,2777,6552,57.616
"28349","HOWARD BCH JFK","03/16/2020",2341,1612,3953,59.22084
"28350","HOYT ST","03/16/2020",3437,3199,6636,51.79325
"28351","HOYT-SCHER","03/16/2020",5270,4690,9960,52.91165
"28352","HUNTERS PT AV","03/16/2020",3279,2923,6202,52.87004
"28353","HUNTS POINT AV","03/16/2020",5846,5205,11051,52.90019
"28354","INTERVALE AV","03/16/2020",1876,1888,3764,49.8406
"28355","INWOOD-207 ST","03/16/2020",4625,2518,7143,64.74871
"28356","JACKSON AV","03/16/2020",2816,536,3352,84.00955
"28357","JAMAICA 179 ST","03/16/2020",11603,4610,16213,71.56603
"28358","JAMAICA CENTER","03/16/2020",20751,16679,37430,55.43949
"28359","JAMAICA VAN WK","03/16/2020",2754,3045,5799,47.49095
"28360","JAY ST-METROTEC","03/16/2020",15458,12350,27808,55.58832
"28361","JEFFERSON ST","03/16/2020",2871,896,3767,76.21449
"28362","JFK JAMAICA CT1","03/16/2020",4646,4759,9405,49.39926
"28363","JKSN HT-ROOSVLT","03/16/2020",26929,22262,49191,54.74375
"28364","JOURNAL SQUARE","03/16/2020",49713,7651,57364,86.66237
"28365","JUNCTION BLVD","03/16/2020",13979,15591,29570,47.27426
"28366","JUNIUS ST","03/16/2020",1460,1967,3427,42.60286
"28367","KEW GARDENS","03/16/2020",12703,12681,25384,50.04333
"28368","KINGS HWY","03/16/2020",15136,14233,29369,51.53734
"28369","KINGSBRIDGE RD","03/16/2020",10157,7277,17434,58.25972
"28370","KINGSTON AV","03/16/2020",2118,2141,4259,49.72998
"28371","KINGSTON-THROOP","03/16/2020",2648,3124,5772,45.87665
"28372","KNICKERBOCKER","03/16/2020",2310,2697,5007,46.13541
"28373","KOSCIUSZKO ST","03/16/2020",2547,1341,3888,65.50926
"28374","LACKAWANNA","03/16/2020",2151,2627,4778,45.01884
"28375","LAFAYETTE AV","03/16/2020",1459,924,2383,61.22535
"28376","LEXINGTON AV/53","03/16/2020",10923,13113,24036,45.44433
"28377","LEXINGTON AV/63","03/16/2020",6861,7520,14381,47.70878
"28378","LIBERTY AV","03/16/2020",1592,919,2511,63.40104
"28379","LIVONIA AV","03/16/2020",1983,1651,3634,54.56797
"28380","LONGWOOD AV","03/16/2020",842,1249,2091,40.26781
"28381","LORIMER ST","03/16/2020",4102,2761,6863,59.76978
"28382","MARBLE HILL-225","03/16/2020",2745,552,3297,83.25751
"28383","MARCY AV","03/16/2020",6417,15505,21922,29.27196
"28384","METROPOLITAN AV","03/16/2020",4612,3644,8256,55.8624
"28385","METS-WILLETS PT","03/16/2020",1405,1978,3383,41.53119
"28386","MIDDLETOWN RD","03/16/2020",1017,1043,2060,49.36893
"28387","MONTROSE AV","03/16/2020",2517,1971,4488,56.08289
"28388","MORGAN AV","03/16/2020",2451,1986,4437,55.24003
"28389","MORISN AV/SNDVW","03/16/2020",4290,3995,8285,51.78033
"28390","MORRIS PARK","03/16/2020",1238,1151,2389,51.82085
"28391","MOSHOLU PKWY","03/16/2020",4898,1704,6602,74.18964
"28392","MT EDEN AV","03/16/2020",3324,2243,5567,59.709
"28393","MYRTLE AV","03/16/2020",5774,4446,10220,56.49706
"28394","MYRTLE-WILLOUGH","03/16/2020",2677,1688,4365,61.32875
"28395","MYRTLE-WYCKOFF","03/16/2020",9888,7513,17401,56.82432
"28396","NASSAU AV","03/16/2020",3349,3558,6907,48.48704
"28397","NECK RD","03/16/2020",2209,569,2778,79.51764
"28398","NEPTUNE AV","03/16/2020",843,384,1227,68.70416
"28399","NEREID AV","03/16/2020",2042,984,3026,67.48182
"28400","NEVINS ST","03/16/2020",3577,4573,8150,43.88957
"28401","NEW LOTS","03/16/2020",2763,2966,5729,48.22831
"28402","NEW LOTS AV","03/16/2020",3601,3759,7360,48.92663
"28403","NEW UTRECHT AV","03/16/2020",2805,2094,4899,57.25658
"28404","NEWARK BM BW","03/16/2020",5081,500,5581,91.04103
"28405","NEWARK C","03/16/2020",1918,403,2321,82.63679
"28406","NEWARK HM HE","03/16/2020",1239,22752,23991,5.164437
"28407","NEWARK HW BMEBE","03/16/2020",1618,5460,7078,22.85956
"28408","NEWKIRK AV","03/16/2020",4319,3279,7598,56.84391
"28409","NEWKIRK PLAZA","03/16/2020",5140,5227,10367,49.5804
"28410","NORTHERN BLVD","03/16/2020",3651,3164,6815,53.573
"28411","NORWOOD 205 ST","03/16/2020",5183,4193,9376,55.27944
"28412","NORWOOD AV","03/16/2020",2048,2275,4323,47.37451
"28413","NOSTRAND AV","03/16/2020",9149,9589,18738,48.82592
"28414","OCEAN PKWY","03/16/2020",1630,721,2351,69.3322
"28415","OZONE PK LEFFRT","03/16/2020",4791,3896,8687,55.15138
"28416","PARK PLACE","03/16/2020",1719,1925,3644,47.17344
"28417","PARKCHESTER","03/16/2020",8789,9665,18454,47.62653
"28418","PARKSIDE AV","03/16/2020",2981,2450,5431,54.8886
"28419","PARSONS BLVD","03/16/2020",3897,4050,7947,49.03737
"28420","PATH NEW WTC","03/16/2020",16503,15530,32033,51.51875
"28421","PATH WTC 2","03/16/2020",1381,5910,7291,18.94116
"28422","PAVONIA/NEWPORT","03/16/2020",3396,4024,7420,45.76819
"28423","PELHAM BAY PARK","03/16/2020",4201,2610,6811,61.67964
"28424","PELHAM PKWY","03/16/2020",6886,4239,11125,61.89663
"28425","PENNSYLVANIA AV","03/16/2020",2749,1433,4182,65.7341
"28426","PRESIDENT ST","03/16/2020",1498,1803,3301,45.38019
"28427","PRINCE ST","03/16/2020",2468,2650,5118,48.22196
"28428","PROSPECT AV","03/16/2020",6326,3365,9691,65.27706
"28429","PROSPECT PARK","03/16/2020",3407,3394,6801,50.09557
"28430","QUEENS PLAZA","03/16/2020",5765,5531,11296,51.03576
"28431","QUEENSBORO PLZ","03/16/2020",6358,2325,8683,73.22354
"28432","RALPH AV","03/16/2020",3145,1846,4991,63.01342
"28433","RECTOR ST","03/16/2020",3973,2729,6702,59.28081
"28434","RIT-MANHATTAN","03/16/2020",1182,25,1207,97.92875
"28435","RIT-ROOSEVELT","03/16/2020",1107,73,1180,93.81356
"28436","ROCKAWAY AV","03/16/2020",6082,5541,11623,52.32728
"28437","ROCKAWAY BLVD","03/16/2020",4275,1245,5520,77.44565
"28438","ROCKAWAY PARK B","03/16/2020",389,526,915,42.51366
"28439","ROOSEVELT ISLND","03/16/2020",2551,2295,4846,52.64135
"28440","SARATOGA AV","03/16/2020",3313,3575,6888,48.09814
"28441","SENECA AVE","03/16/2020",1795,1806,3601,49.84726
"28442","SHEEPSHEAD BAY","03/16/2020",7321,6885,14206,51.53456
"28443","SHEPHERD AV","03/16/2020",1898,1300,3198,59.34959
"28444","SIMPSON ST","03/16/2020",4880,1609,6489,75.20419
"28445","SMITH-9 ST","03/16/2020",2115,2994,5109,41.39753
"28446","SOUTH FERRY","03/16/2020",4981,3576,8557,58.20965
"28447","SPRING ST","03/16/2020",5640,3968,9608,58.70108
"28448","ST LAWRENCE AV","03/16/2020",2684,2673,5357,50.10267
"28449","STEINWAY ST","03/16/2020",6214,5726,11940,52.04355
"28450","STERLING ST","03/16/2020",2737,2060,4797,57.05649
"28451","SUTPHIN BLVD","03/16/2020",2398,2154,4552,52.68014
"28452","SUTPHIN-ARCHER","03/16/2020",13620,12992,26612,51.17992
"28453","SUTTER AV","03/16/2020",2166,3866,6032,35.90849
"28454","SUTTER AV-RUTLD","03/16/2020",4069,4696,8765,46.42327
"28455","THIRTY ST","03/16/2020",3442,1336,4778,72.03851
"28456","THIRTY THIRD ST","03/16/2020",6774,4432,11206,60.44976
"28457","TIMES SQ-42 ST","03/16/2020",28862,30165,59027,48.89627
"28458","TREMONT AV","03/16/2020",6058,4221,10279,58.93569
"28459","TWENTY THIRD ST","03/16/2020",1954,2834,4788,40.81036
"28460","UNION ST","03/16/2020",2249,2032,4281,52.53445
"28461","UTICA AV","03/16/2020",7598,6659,14257,53.29312
"28462","V.CORTLANDT PK","03/16/2020",3579,1608,5187,68.99942
"28463","VAN SICLEN AV","03/16/2020",3413,3104,6517,52.37072
"28464","VAN SICLEN AVE","03/16/2020",1760,1783,3543,49.67542
"28465","VERNON-JACKSON","03/16/2020",5064,4231,9295,54.4809
"28466","W 4 ST-WASH SQ","03/16/2020",10181,10040,20221,50.34865
"28467","W 8 ST-AQUARIUM","03/16/2020",1214,879,2093,58.00287
"28468","WAKEFIELD/241","03/16/2020",3175,3479,6654,47.71566
"28469","WALL ST","03/16/2020",12610,12593,25203,50.03373
"28470","WEST FARMS SQ","03/16/2020",3283,3254,6537,50.22181
"28471","WESTCHESTER SQ","03/16/2020",3570,3535,7105,50.24631
"28472","WHITEHALL S-FRY","03/16/2020",6148,6335,12483,49.25098
"28473","WHITLOCK AV","03/16/2020",1196,1451,2647,45.18323
"28474","WILSON AV","03/16/2020",2038,1981,4019,50.70913
"28475","WINTHROP ST","03/16/2020",3713,1168,4881,76.07048
"28476","WOODHAVEN BLVD","03/16/2020",13006,8750,21756,59.78121
"28477","WOODLAWN","03/16/2020",3720,1148,4868,76.41742
"28478","WORLD TRADE CTR","03/16/2020",4359,3898,8257,52.79157
"28479","WTC-CORTLANDT","03/16/2020",2758,3274,6032,45.72281
"28480","YORK ST","03/16/2020",3581,2801,6382,56.11094
"28481","ZEREGA AV","03/16/2020",1523,1588,3111,48.95532
"28482","1 AV","03/17/2020",4560,6665,11225,40.62361
"28483","103 ST","03/17/2020",10974,9933,20907,52.4896
"28484","103 ST-CORONA","03/17/2020",11666,8307,19973,58.40885
"28485","104 ST","03/17/2020",2038,1062,3100,65.74194
"28486","110 ST","03/17/2020",4781,5385,10166,47.02931
"28487","111 ST","03/17/2020",8702,5631,14333,60.71304
"28488","116 ST","03/17/2020",13270,10855,24125,55.00518
"28489","116 ST-COLUMBIA","03/17/2020",2255,1718,3973,56.75812
"28490","121 ST","03/17/2020",1293,879,2172,59.53039
"28491","125 ST","03/17/2020",32713,31485,64198,50.95642
"28492","135 ST","03/17/2020",8098,4591,12689,63.81906
"28493","137 ST CITY COL","03/17/2020",4628,5097,9725,47.58869
"28494","138/GRAND CONC","03/17/2020",1191,646,1837,64.83397
"28495","14 ST","03/17/2020",12359,12031,24390,50.67241
"28496","14 ST-UNION SQ","03/17/2020",24133,24712,48845,49.40731
"28497","145 ST","03/17/2020",13966,13754,27720,50.3824
"28498","149/GRAND CONC","03/17/2020",6286,4550,10836,58.01034
"28499","14TH STREET","03/17/2020",1894,2378,4272,44.33521
"28500","15 ST-PROSPECT","03/17/2020",1476,926,2402,61.44879
"28501","155 ST","03/17/2020",3081,2300,5381,57.25702
"28502","157 ST","03/17/2020",4489,3791,8280,54.21498
"28503","161/YANKEE STAD","03/17/2020",10318,5454,15772,65.41973
"28504","163 ST-AMSTERDM","03/17/2020",1824,1899,3723,48.99275
"28505","167 ST","03/17/2020",8858,7248,16106,54.99814
"28506","168 ST","03/17/2020",9639,7123,16762,57.50507
"28507","169 ST","03/17/2020",3597,4237,7834,45.91524
"28508","170 ST","03/17/2020",8586,6582,15168,56.60601
"28509","174 ST","03/17/2020",2956,3305,6261,47.21291
"28510","174-175 STS","03/17/2020",2901,1779,4680,61.98718
"28511","175 ST","03/17/2020",4620,3044,7664,60.28184
"28512","176 ST","03/17/2020",3260,2407,5667,57.52603
"28513","18 AV","03/17/2020",6600,3948,10548,62.5711
"28514","18 ST","03/17/2020",1466,1234,2700,54.2963
"28515","181 ST","03/17/2020",10161,11340,21501,47.25827
"28516","182-183 STS","03/17/2020",1772,988,2760,64.2029
"28517","183 ST","03/17/2020",3455,2193,5648,61.1721
"28518","190 ST","03/17/2020",685,169,854,80.21077
"28519","191 ST","03/17/2020",660,816,1476,44.71545
"28520","2 AV","03/17/2020",4116,4661,8777,46.89529
"28521","20 AV","03/17/2020",3827,2137,5964,64.16834
"28522","207 ST","03/17/2020",3187,2176,5363,59.42569
"28523","21 ST","03/17/2020",713,852,1565,45.55911
"28524","21 ST-QNSBRIDGE","03/17/2020",5001,4172,9173,54.5187
"28525","215 ST","03/17/2020",812,299,1111,73.08731
"28526","219 ST","03/17/2020",1835,969,2804,65.44223
"28527","225 ST","03/17/2020",1621,999,2620,61.87023
"28528","23 ST","03/17/2020",24612,21295,45907,53.61274
"28529","231 ST","03/17/2020",4120,602,4722,87.25116
"28530","233 ST","03/17/2020",2697,1081,3778,71.38698
"28531","238 ST","03/17/2020",1615,192,1807,89.37465
"28532","25 AV","03/17/2020",2028,497,2525,80.31683
"28533","25 ST","03/17/2020",1662,1757,3419,48.6107
"28534","28 ST","03/17/2020",11211,10475,21686,51.69695
"28535","3 AV","03/17/2020",1908,1833,3741,51.00241
"28536","3 AV 138 ST","03/17/2020",3796,2222,6018,63.07743
"28537","3 AV-149 ST","03/17/2020",11549,6463,18012,64.11837
"28538","30 AV","03/17/2020",4653,5684,10337,45.01306
"28539","33 ST","03/17/2020",7976,7113,15089,52.8597
"28540","33 ST-RAWSON ST","03/17/2020",2972,3001,5973,49.75724
"28541","34 ST-HERALD SQ","03/17/2020",28510,29331,57841,49.2903
"28542","34 ST-HUDSON YD","03/17/2020",4114,4641,8755,46.99029
"28543","34 ST-PENN STA","03/17/2020",40110,42247,82357,48.7026
"28544","36 AV","03/17/2020",2539,2878,5417,46.87096
"28545","36 ST","03/17/2020",7887,5642,13529,58.29699
"28546","39 AV","03/17/2020",1159,1472,2631,44.05169
"28547","4 AV-9 ST","03/17/2020",1235,1625,2860,43.18182
"28548","40 ST LOWERY ST","03/17/2020",3428,3440,6868,49.91264
"28549","42 ST-BRYANT PK","03/17/2020",10740,10812,21552,49.83296
"28550","42 ST-PORT AUTH","03/17/2020",24993,25526,50519,49.47248
"28551","45 ST","03/17/2020",3483,2257,5740,60.67944
"28552","46 ST","03/17/2020",3086,2797,5883,52.45623
"28553","46 ST BLISS ST","03/17/2020",5397,4662,10059,53.65344
"28554","47-50 STS ROCK","03/17/2020",14191,16244,30435,46.62724
"28555","49 ST","03/17/2020",4506,4438,8944,50.38014
"28556","4AV-9 ST","03/17/2020",2685,2407,5092,52.72977
"28557","5 AV/53 ST","03/17/2020",4373,5298,9671,45.21766
"28558","5 AV/59 ST","03/17/2020",3532,2845,6377,55.38655
"28559","5 AVE","03/17/2020",3283,2852,6135,53.51263
"28560","50 ST","03/17/2020",10319,9359,19678,52.43927
"28561","51 ST","03/17/2020",4328,5474,9802,44.15425
"28562","52 ST","03/17/2020",2500,2258,4758,52.54309
"28563","53 ST","03/17/2020",4626,4996,9622,48.07732
"28564","55 ST","03/17/2020",1284,568,1852,69.33045
"28565","57 ST","03/17/2020",3538,3384,6922,51.1124
"28566","57 ST-7 AV","03/17/2020",7821,5373,13194,59.27694
"28567","59 ST","03/17/2020",21056,18458,39514,53.28744
"28568","59 ST COLUMBUS","03/17/2020",17187,14705,31892,53.89126
"28569","6 AV","03/17/2020",446,544,990,45.05051
"28570","61 ST WOODSIDE","03/17/2020",6624,7098,13722,48.27285
"28571","63 DR-REGO PARK","03/17/2020",6686,2871,9557,69.95919
"28572","65 ST","03/17/2020",1503,1255,2758,54.49601
"28573","66 ST-LINCOLN","03/17/2020",4032,4478,8510,47.37955
