"","station_name","date","daily_entries","daily_exits","daily_total","percent_entries"
"392","149/GRAND CONC","01/02/2020",10026,5471,15497,64.6963928502291
"393","14TH STREET","01/02/2020",7679,6907,14586,52.6463732346085
"394","15 ST-PROSPECT","01/02/2020",6012,3654,9666,62.1973929236499
"395","155 ST","01/02/2020",5885,3861,9746,60.3837471783296
"396","157 ST","01/02/2020",9166,5921,15087,60.7542917743753
"397","161/YANKEE STAD","01/02/2020",18198,8705,26903,67.6430137902836
"398","163 ST-AMSTERDM","01/02/2020",3903,3178,7081,55.119333427482
"399","167 ST","01/02/2020",14316,10817,25133,56.9609676520909
"400","168 ST","01/02/2020",20966,13467,34433,60.8892632068074
"401","169 ST","01/02/2020",7672,6976,14648,52.3757509557619
"402","170 ST","01/02/2020",13298,8657,21955,60.5693463903439
"403","174 ST","01/02/2020",4967,4589,9556,51.9778149853495
"404","174-175 STS","01/02/2020",4613,2562,7175,64.2926829268293
"405","175 ST","01/02/2020",12249,6791,19040,64.3329831932773
"406","176 ST","01/02/2020",4931,2713,7644,64.5081109366824
"407","18 AV","01/02/2020",13574,7400,20974,64.7182225612663
"408","18 ST","01/02/2020",7037,4575,11612,60.6011023079573
"409","181 ST","01/02/2020",18857,17422,36279,51.9777281622977
"410","182-183 STS","01/02/2020",2870,1272,4142,69.2901979719942
"411","183 ST","01/02/2020",5022,2664,7686,65.3395784543326
"412","190 ST","01/02/2020",2563,502,3065,83.6215334420881
"413","191 ST","01/02/2020",7192,7628,14820,48.5290148448043
"414","2 AV","01/02/2020",15662,16116,31778,49.2856693309837
"415","20 AV","01/02/2020",8996,4969,13965,64.4181883279628
"416","207 ST","01/02/2020",5272,2438,7710,68.378728923476
"417","21 ST","01/02/2020",1168,1572,2740,42.6277372262774
"418","21 ST-QNSBRIDGE","01/02/2020",10596,7690,18286,57.9459695942251
"419","215 ST","01/02/2020",1675,688,2363,70.8844688954719
"420","219 ST","01/02/2020",2939,1554,4493,65.4128644558202
"421","225 ST","01/02/2020",2520,1384,3904,64.5491803278689
"422","23 ST","01/02/2020",93799,75999,169798,55.2415222794144
"423","231 ST","01/02/2020",9079,1317,10396,87.3316660253944
"424","233 ST","01/02/2020",4435,1267,5702,77.7797264117853
"425","238 ST","01/02/2020",3919,140,4059,96.5508745996551
"426","25 AV","01/02/2020",4866,1072,5938,81.9467834287639
"427","25 ST","01/02/2020",3526,3013,6539,53.9226181373299
"428","28 ST","01/02/2020",39600,38635,78235,50.6167316418483
"429","3 AV","01/02/2020",5437,5304,10741,50.6191229866865
"430","3 AV 138 ST","01/02/2020",6580,2914,9494,69.3069306930693
"431","3 AV-149 ST","01/02/2020",20052,8980,29032,69.0686139432351
"432","30 AV","01/02/2020",13445,10993,24438,55.0167771503396
"433","33 ST","01/02/2020",23245,20314,43559,53.3644023049198
"434","33 ST-RAWSON ST","01/02/2020",7679,7041,14720,52.1671195652174
"435","34 ST-HERALD SQ","01/02/2020",111529,103304,214833,51.914277601672
"436","34 ST-HUDSON YD","01/02/2020",21738,22742,44480,48.8714028776978
"437","34 ST-PENN STA","01/02/2020",150902,139900,290802,51.891665119222
"438","36 AV","01/02/2020",6022,6368,12390,48.6037126715093
"439","36 ST","01/02/2020",16968,10435,27403,61.9202277122943
"440","39 AV","01/02/2020",2924,3111,6035,48.4507042253521
"441","4 AV-9 ST","01/02/2020",3249,4567,7816,41.5685772773797
"442","40 ST LOWERY ST","01/02/2020",9372,8740,18112,51.7446996466431
"443","42 ST-BRYANT PK","01/02/2020",42690,41385,84075,50.7760927743087
"444","42 ST-PORT AUTH","01/02/2020",85160,77258,162418,52.4326121488998
"445","45 ST","01/02/2020",6993,3814,10807,64.7080595910058
"446","46 ST","01/02/2020",7570,6215,13785,54.9147624229235
"447","46 ST BLISS ST","01/02/2020",11824,9199,21023,56.2431622508681
"448","47-50 STS ROCK","01/02/2020",68257,69744,138001,49.4612357881465
"449","49 ST","01/02/2020",24792,19616,44408,55.8277787785985
"450","4AV-9 ST","01/02/2020",8359,5911,14270,58.5774351786966
"451","5 AV/53 ST","01/02/2020",26406,29868,56274,46.9239791022497
"452","5 AV/59 ST","01/02/2020",15870,12604,28474,55.735056542811
"453","5 AVE","01/02/2020",12910,11729,24639,52.3966070051544
"454","50 ST","01/02/2020",49458,42315,91773,53.8916674839005
"455","51 ST","01/02/2020",19531,22242,41773,46.7550810332033
"456","52 ST","01/02/2020",5607,4910,10517,53.3136826091091
"457","53 ST","01/02/2020",7859,8012,15871,49.5179887845756
"458","55 ST","01/02/2020",2131,1025,3156,67.5221799746515
"459","57 ST","01/02/2020",14262,14380,28642,49.7940087982683
"460","57 ST-7 AV","01/02/2020",30584,19534,50118,61.0239833991779
"461","59 ST","01/02/2020",58768,51205,109973,53.4385712856792
"462","59 ST COLUMBUS","01/02/2020",62136,54008,116144,53.4991045598567
"463","6 AV","01/02/2020",2086,1778,3864,53.9855072463768
"464","61 ST WOODSIDE","01/02/2020",14454,13301,27755,52.0771032246442
"465","63 DR-REGO PARK","01/02/2020",14927,5674,20601,72.4576476870055
"466","65 ST","01/02/2020",3330,2184,5514,60.3917301414581
"467","66 ST-LINCOLN","01/02/2020",19814,20481,40295,49.1723538900608
"468","67 AV","01/02/2020",8568,4356,12924,66.2952646239554
"469","68ST-HUNTER CO","01/02/2020",15431,14623,30054,51.344247022027
"470","69 ST","01/02/2020",4483,4306,8789,51.0069404937991
"471","7 AV","01/02/2020",36846,33533,70379,52.3536850480967
"472","71 ST","01/02/2020",5250,1741,6991,75.0965527106279
"473","72 ST","01/02/2020",40556,40277,80833,50.1725780312496
"474","72 ST-2 AVE","01/02/2020",26435,24487,50922,51.9127292722203
"475","74 ST-BROADWAY","01/02/2020",3014,4122,7136,42.2365470852018
"476","75 AV","01/02/2020",2894,495,3389,85.3939215107701
"477","75 ST-ELDERTS","01/02/2020",3419,2401,5820,58.745704467354
"478","77 ST","01/02/2020",26940,25481,52421,51.3916178630701
"479","79 ST","01/02/2020",18941,8743,27684,68.4185811298945
"480","8 AV","01/02/2020",30843,25365,56208,54.8729718189582
"481","8 ST-NYU","01/02/2020",13303,10041,23344,56.9868060315284
"482","80 ST","01/02/2020",3968,2058,6026,65.8479920345171
"483","81 ST-MUSEUM","01/02/2020",13413,10085,23498,57.0814537407439
"484","82 ST-JACKSON H","01/02/2020",14112,16602,30714,45.9464739206876
"485","85 ST-FOREST PK","01/02/2020",3549,1836,5385,65.9052924791086
"486","86 ST","01/02/2020",74841,71779,146620,51.0441958805074
"487","86 ST-2 AVE","01/02/2020",22392,14763,37155,60.2664513524425
"488","88 ST","01/02/2020",2771,1030,3801,72.9018679294922
"489","9 AV","01/02/2020",5281,4956,10237,51.5873791149751
"490","90 ST-ELMHURST","01/02/2020",15167,6852,22019,68.8814205913075
"491","96 ST","01/02/2020",52530,42540,95070,55.2540233512149
"492","96 ST-2 AVE","01/02/2020",17218,12454,29672,58.0277702884875
"493","9TH STREET","01/02/2020",3745,3774,7519,49.8071552068094
"494","ALABAMA AV","01/02/2020",1902,2199,4101,46.3789319678127
"495","ALLERTON AV","01/02/2020",4775,1965,6740,70.8456973293769
"496","AQUEDUCT N.COND","01/02/2020",852,1496,2348,36.2862010221465
"497","AQUEDUCT RACETR","01/02/2020",1389,148,1537,90.3708523096942
"498","ASTOR PL","01/02/2020",11875,14528,26403,44.9759497026853
"499","ASTORIA BLVD","01/02/2020",6726,6792,13518,49.7558810474922
"500","ASTORIA DITMARS","01/02/2020",15506,14307,29813,52.0108677422601
"501","ATL AV-BARCLAY","01/02/2020",38532,36512,75044,51.3458770854432
"502","ATLANTIC AV","01/02/2020",1516,715,2231,67.9515912147019
"503","AVENUE H","01/02/2020",2723,2376,5099,53.4026279662679
"504","AVENUE I","01/02/2020",1441,698,2139,67.3679289387564
"505","AVENUE J","01/02/2020",5718,2915,8633,66.2342175373567
"506","AVENUE M","01/02/2020",5755,2646,8401,68.5037495536246
"507","AVENUE N","01/02/2020",2986,1132,4118,72.5109276347742
"508","AVENUE P","01/02/2020",2514,1000,3514,71.5424018212863
"509","AVENUE U","01/02/2020",12034,5629,17663,68.13112155353
"510","AVENUE X","01/02/2020",2654,1576,4230,62.74231678487
"511","B'WAY-LAFAYETTE","01/02/2020",19143,27134,46277,41.3661213993993
"512","BAY 50 ST","01/02/2020",2633,567,3200,82.28125
"513","BAY PKWY","01/02/2020",14121,10650,24771,57.0061765774494
"514","BAY RIDGE AV","01/02/2020",7326,4380,11706,62.5832906201948
"515","BAY RIDGE-95 ST","01/02/2020",4692,3518,8210,57.1498172959805
"516","BAYCHESTER AV","01/02/2020",3656,534,4190,87.255369928401
"517","BEACH 105 ST","01/02/2020",200,250,450,44.4444444444444
"518","BEACH 25 ST","01/02/2020",1656,1945,3601,45.9872257706193
"519","BEACH 36 ST","01/02/2020",906,1032,1938,46.749226006192
"520","BEACH 44 ST","01/02/2020",627,740,1367,45.8668617410388
"521","BEACH 60 ST","01/02/2020",1987,1560,3547,56.0191711305328
"522","BEACH 67 ST","01/02/2020",2017,1475,3492,57.7605956471936
"523","BEACH 90 ST","01/02/2020",724,669,1393,51.9741564967696
"524","BEACH 98 ST","01/02/2020",439,432,871,50.4018369690011
"525","BEDFORD AV","01/02/2020",22586,14965,37551,60.1475326888765
"526","BEDFORD PK BLVD","01/02/2020",10793,6884,17677,61.0567403971262
"527","BEDFORD-NOSTRAN","01/02/2020",7736,5021,12757,60.6412165869719
"528","BERGEN ST","01/02/2020",13159,8519,21678,60.7020942891411
"529","BEVERLEY ROAD","01/02/2020",3074,2912,5986,51.3531573671901
"530","BEVERLY RD","01/02/2020",3905,798,4703,83.032107165639
"531","BLEECKER ST","01/02/2020",12755,5295,18050,70.6648199445983
"532","BOROUGH HALL","01/02/2020",27976,20295,48271,57.9561227237886
"533","BOTANIC GARDEN","01/02/2020",1418,3073,4491,31.5742596303719
"534","BOWERY","01/02/2020",3809,3316,7125,53.459649122807
"535","BOWLING GREEN","01/02/2020",27358,26924,54282,50.3997641943922
"536","BRIARWOOD","01/02/2020",4497,2435,6932,64.8730525100981
"537","BRIGHTON BEACH","01/02/2020",9673,5903,15576,62.1019517205958
"538","BROAD CHANNEL","01/02/2020",172,59,231,74.4588744588745
"539","BROAD ST","01/02/2020",7009,2932,9941,70.5059853133488
"540","BROADWAY","01/02/2020",15053,13834,28887,52.1099456502925
"541","BROADWAY JCT","01/02/2020",7184,6719,13903,51.6723009422427
"542","BRONX PARK EAST","01/02/2020",2364,911,3275,72.1832061068702
"543","BROOK AV","01/02/2020",5357,4924,10281,52.1058262814901
"544","BROOKLYN BRIDGE","01/02/2020",17686,14343,32029,55.2187080458335
"545","BUHRE AV","01/02/2020",3700,3445,7145,51.7844646606018
"546","BURKE AV","01/02/2020",3065,1319,4384,69.9133211678832
"547","BURNSIDE AV","01/02/2020",8527,5236,13763,61.9559689021289
"548","BUSHWICK AV","01/02/2020",1921,1338,3259,58.944461491255
"549","CANAL ST","01/02/2020",65455,55959,121414,53.9105869174889
"550","CANARSIE-ROCKAW","01/02/2020",9595,5767,15362,62.4593151933342
"551","CARROLL ST","01/02/2020",10500,5118,15618,67.2301190933538
"552","CASTLE HILL AV","01/02/2020",6052,6434,12486,48.4702867211277
"553","CATHEDRAL PKWY","01/02/2020",16040,8449,24489,65.4987953775164
"554","CENTRAL AV","01/02/2020",3976,3529,7505,52.9780146568954
"555","CENTRAL PK N110","01/02/2020",7337,7055,14392,50.9797109505281
"556","CHAMBERS ST","01/02/2020",49962,45400,95362,52.3919380885468
"557","CHAUNCEY ST","01/02/2020",2966,1450,4416,67.1648550724638
"558","CHRISTOPHER ST","01/02/2020",13360,12784,26144,51.1015911872705
"559","CHURCH AV","01/02/2020",25060,10406,35466,70.659222917724
"560","CITY / BUS","01/02/2020",15167,15677,30844,49.173258980677
"561","CITY HALL","01/02/2020",5964,3119,9083,65.6611251789056
"562","CLARK ST","01/02/2020",5040,3074,8114,62.1148631994084
"563","CLASSON AV","01/02/2020",4689,4833,9522,49.2438563327032
"564","CLEVELAND ST","01/02/2020",2665,2870,5535,48.1481481481481
"565","CLINTON-WASH AV","01/02/2020",10058,7111,17169,58.582328615528
"566","CONEY IS-STILLW","01/02/2020",10830,9273,20103,53.8725563348754
"567","CORTELYOU RD","01/02/2020",5892,1858,7750,76.0258064516129
"568","CORTLANDT ST","01/02/2020",22410,16912,39322,56.9909974060322
"569","COURT SQ","01/02/2020",13176,15140,28316,46.5319960446391
"570","COURT SQ-23 ST","01/02/2020",5662,2247,7909,71.5893286129726
"571","CRESCENT ST","01/02/2020",4223,4557,8780,48.0979498861048
"572","CROWN HTS-UTICA","01/02/2020",22914,17642,40556,56.4996547983036
"573","CYPRESS AV","01/02/2020",2979,2322,5301,56.1969439728353
"574","CYPRESS HILLS","01/02/2020",1507,900,2407,62.6090569173245
"575","DEKALB AV","01/02/2020",26763,8352,35115,76.2152926099957
"576","DELANCEY/ESSEX","01/02/2020",23846,20511,44357,53.7592713664134
"577","DITMAS AV","01/02/2020",3712,2020,5732,64.7592463363573
"578","DYCKMAN ST","01/02/2020",12436,3221,15657,79.4277320048541
"579","E 143/ST MARY'S","01/02/2020",1045,1170,2215,47.1783295711061
"580","E 149 ST","01/02/2020",4647,4436,9083,51.1615105141473
"581","E 180 ST","01/02/2020",6633,5396,12029,55.1417407930834
"582","EAST 105 ST","01/02/2020",3063,3306,6369,48.0923221855864
"583","EAST BROADWAY","01/02/2020",12991,6959,19950,65.1177944862155
"584","EASTCHSTER/DYRE","01/02/2020",3934,4100,8034,48.9668907144635
"585","EASTN PKWY-MUSM","01/02/2020",3936,3700,7636,51.5453116815086
"586","ELDER AV","01/02/2020",5694,5666,11360,50.1232394366197
"587","ELMHURST AV","01/02/2020",9674,2480,12154,79.5951949975317
"588","EUCLID AV","01/02/2020",9389,3076,12465,75.3229041315684
"589","EXCHANGE PLACE","01/02/2020",16466,16371,32837,50.1446538965192
"590","FAR ROCKAWAY","01/02/2020",4188,4535,8723,48.0110053880546
"591","FLATBUSH AV-B.C","01/02/2020",15738,9688,25426,61.8972705105011
"592","FLUSHING AV","01/02/2020",9980,5826,15806,63.140579526762
"593","FLUSHING-MAIN","01/02/2020",55978,49834,105812,52.9032623898991
"594","FORDHAM RD","01/02/2020",18895,7884,26779,70.559020127712
"595","FOREST AVE","01/02/2020",4160,2791,6951,59.8475039562653
"596","FOREST HILLS 71","01/02/2020",25197,12778,37975,66.3515470704411
"597","FRANKLIN AV","01/02/2020",15494,12214,27708,55.9188681969106
"598","FRANKLIN ST","01/02/2020",3927,1638,5565,70.5660377358491
"599","FREEMAN ST","01/02/2020",4163,3623,7786,53.4677626509119
"600","FRESH POND RD","01/02/2020",5830,5732,11562,50.4238021103615
"601","FT HAMILTON PKY","01/02/2020",15516,7274,22790,68.0824923211935
"602","FULTON ST","01/02/2020",86694,78269,164963,52.5536029291417
"603","GATES AV","01/02/2020",6409,2637,9046,70.8489940305107
"604","GRAHAM AV","01/02/2020",8022,5328,13350,60.0898876404494
"605","GRAND ARMY PLAZ","01/02/2020",6353,2569,8922,71.2060076216095
"606","GRAND ST","01/02/2020",28889,22592,51481,56.1158485654902
"607","GRAND-NEWTOWN","01/02/2020",15200,9899,25099,60.560181680545
"608","GRANT AV","01/02/2020",5378,4664,10042,53.5550687114121
"609","GRD CNTRL-42 ST","01/02/2020",122984,119031,242015,50.8166849162242
"610","GREENPOINT AV","01/02/2020",8260,7822,16082,51.3617709240144
"611","GROVE STREET","01/02/2020",19882,18925,38807,51.233024969722
"612","GUN HILL RD","01/02/2020",8817,8489,17306,50.9476482144921
"613","HALSEY ST","01/02/2020",12636,6724,19360,65.2685950413223
"614","HARLEM 148 ST","01/02/2020",3428,3443,6871,49.8908455828846
"615","HARRISON","01/02/2020",7675,8421,16096,47.6826540755467
"616","HEWES ST","01/02/2020",3138,2521,5659,55.4514931966779
"617","HIGH ST","01/02/2020",9368,11292,20660,45.3436592449177
"618","HOUSTON ST","01/02/2020",11883,8784,20667,57.4974597183916
"619","HOWARD BCH JFK","01/02/2020",4573,3139,7712,59.2971991701245
"620","HOYT ST","01/02/2020",6638,6013,12651,52.4701604616236
"621","HOYT-SCHER","01/02/2020",10250,8705,18955,54.0754418359272
"622","HUNTERS PT AV","01/02/2020",6023,5052,11075,54.3837471783296
"623","HUNTS POINT AV","01/02/2020",8050,6499,14549,55.3302632483332
"624","INTERVALE AV","01/02/2020",2756,2968,5724,48.1481481481481
"625","INWOOD-207 ST","01/02/2020",8489,3856,12345,68.7646820575132
"626","JACKSON AV","01/02/2020",4754,996,5750,82.6782608695652
"627","JAMAICA 179 ST","01/02/2020",19650,7743,27393,71.7336545832877
"628","JAMAICA CENTER","01/02/2020",30752,25031,55783,55.1279063513974
"629","JAMAICA VAN WK","01/02/2020",4078,4407,8485,48.0612846199175
"630","JAY ST-METROTEC","01/02/2020",32931,23178,56109,58.6911190718067
"631","JEFFERSON ST","01/02/2020",6666,1714,8380,79.546539379475
"632","JFK JAMAICA CT1","01/02/2020",11886,9100,20986,56.6377585056704
"633","JKSN HT-ROOSVLT","01/02/2020",45999,34913,80912,56.8506525608068
"634","JOURNAL SQUARE","01/02/2020",24479,14173,38652,63.331781020387
"635","JUNCTION BLVD","01/02/2020",20019,16569,36588,54.7146605444408
"636","JUNIUS ST","01/02/2020",2162,2715,4877,44.3305310641788
"637","KEW GARDENS","01/02/2020",22692,22167,44859,50.5851668561493
"638","KINGS HWY","01/02/2020",26846,23868,50714,52.9360728792838
"639","KINGSBRIDGE RD","01/02/2020",14505,9557,24062,60.2817720887707
"640","KINGSTON AV","01/02/2020",4422,4014,8436,52.4182076813656
"641","KINGSTON-THROOP","01/02/2020",6129,5295,11424,53.6502100840336
"642","KNICKERBOCKER","01/02/2020",4215,4100,8315,50.6915213469633
"643","KOSCIUSZKO ST","01/02/2020",5013,1812,6825,73.4505494505494
"644","LACKAWANNA","01/02/2020",10740,9822,20562,52.2322731251824
"645","LAFAYETTE AV","01/02/2020",3300,1687,4987,66.1720473230399
"646","LEXINGTON AV/53","01/02/2020",36844,40068,76912,47.9040981901394
"647","LEXINGTON AV/63","01/02/2020",16063,16707,32770,49.0173939578883
"648","LIBERTY AV","01/02/2020",2450,1262,3712,66.0021551724138
"649","LIVONIA AV","01/02/2020",2780,2322,5102,54.4884359074873
"650","LONGWOOD AV","01/02/2020",2330,1579,3909,59.6060373497058
"651","LORIMER ST","01/02/2020",9345,5009,14354,65.1038038177511
"652","MARBLE HILL-225","01/02/2020",4837,1169,6006,80.5361305361305
"653","MARCY AV","01/02/2020",12873,10172,23045,55.8602733781731
"654","METROPOLITAN AV","01/02/2020",10598,7933,18531,57.1906534995413
"655","METS-WILLETS PT","01/02/2020",2705,2314,5019,53.8951982466627
"656","MIDDLETOWN RD","01/02/2020",1995,1848,3843,51.9125683060109
"657","MONTROSE AV","01/02/2020",5939,3351,9290,63.9289558665231
"658","MORGAN AV","01/02/2020",6286,3010,9296,67.6204819277108
"659","MORISN AV/SNDVW","01/02/2020",5182,5075,10257,50.521595008287
"660","MORRIS PARK","01/02/2020",2385,2044,4429,53.8496274554075
"661","MOSHOLU PKWY","01/02/2020",7057,2541,9598,73.5257345280267
"662","MT EDEN AV","01/02/2020",4482,2819,7301,61.3888508423504
"663","MYRTLE AV","01/02/2020",10893,6207,17100,63.7017543859649
"664","MYRTLE-WILLOUGH","01/02/2020",5124,2567,7691,66.6233259654141
"665","MYRTLE-WYCKOFF","01/02/2020",16868,10667,27535,61.2602142727438
"666","NASSAU AV","01/02/2020",8369,8604,16973,49.3077240322866
"667","NECK RD","01/02/2020",4134,1287,5421,76.2589928057554
"668","NEPTUNE AV","01/02/2020",1409,500,1909,73.8082765845993
"669","NEREID AV","01/02/2020",2942,1214,4156,70.7892204042348
"670","NEVINS ST","01/02/2020",8771,8920,17691,49.5788819173591
"671","NEW LOTS","01/02/2020",3894,4052,7946,49.0057890762648
"672","NEW LOTS AV","01/02/2020",5057,5483,10540,47.9791271347249
"673","NEW UTRECHT AV","01/02/2020",5058,3526,8584,58.923578751165
"674","NEWARK BM BW","01/02/2020",13643,830,14473,94.2651834450356
"675","NEWARK C","01/02/2020",6337,619,6956,91.1012075905693
"676","NEWARK HW BMEBE","01/02/2020",5415,224,5639,96.0276644795177
"677","NEWKIRK AV","01/02/2020",6501,4012,10513,61.837724721773
"678","NEWKIRK PLAZA","01/02/2020",9475,8481,17956,52.7678770327467
"679","NORTHERN BLVD","01/02/2020",6216,5099,11315,54.9359257622625
"680","NORWOOD 205 ST","01/02/2020",8087,5792,13879,58.2678867353556
"681","NORWOOD AV","01/02/2020",2844,2961,5805,48.9922480620155
"682","NOSTRAND AV","01/02/2020",18605,15917,34522,53.8931695730259
"683","OCEAN PKWY","01/02/2020",2867,1101,3968,72.2530241935484
"684","OZONE PK LEFFRT","01/02/2020",6759,5437,12196,55.4198097736963
"685","PARK PLACE","01/02/2020",4157,3874,8031,51.7619225501183
"686","PARKCHESTER","01/02/2020",14352,14164,28516,50.3296395006312
"687","PARKSIDE AV","01/02/2020",5485,3729,9214,59.5289776427176
"688","PARSONS BLVD","01/02/2020",6286,6297,12583,49.9562902328539
"689","PATH NEW WTC","01/02/2020",54280,50184,104464,51.9604839944861
"690","PATH WTC 2","01/02/2020",3017,12416,15433,19.5490183373291
"691","PAVONIA/NEWPORT","01/02/2020",15208,16262,31470,48.3253892596123
"692","PELHAM BAY PARK","01/02/2020",6781,3695,10476,64.7289041618939
"693","PELHAM PKWY","01/02/2020",10968,5554,16522,66.3842149860792
